TS,0,1,2,3,4,5,6,7,8,9,11,12,12,13,14,15,16
0,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
1,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
2,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
3,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
4,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
5,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
6,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
7,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
8,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
9,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
10,40,40,40,40,43,46,49,53,60,64,72,75,79,85,88,91,91
11,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
12,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
13,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
14,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
15,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
16,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
17,43,43,43,43,46,49,53,56,64,68,75,79,82,88,91,94,94
18,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
19,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
20,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
21,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
22,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
23,46,46,46,46,49,53,56,60,68,72,79,82,85,91,94,97,97
24,49,49,49,49,53,56,60,64,72,75,82,85,88,94,97,100,100
25,49,49,49,49,53,56,60,64,72,75,82,85,88,94,97,100,100
26,49,49,49,49,53,56,60,64,72,75,82,85,88,94,97,100,100
27,49,49,49,49,53,56,60,64,72,75,82,85,88,94,97,100,100
28,53,53,53,53,56,60,64,68,75,79,85,88,91,97,100,103,103
29,53,53,53,53,56,60,64,68,75,79,85,88,91,97,100,103,103
30,53,53,53,53,56,60,64,68,75,79,85,88,91,97,100,103,103
31,53,53,53,53,56,60,64,68,75,79,85,88,91,97,100,103,103
32,56,56,56,56,60,64,68,72,79,82,88,91,94,100,103,106,106
33,56,56,56,56,60,64,68,72,79,82,88,91,94,100,103,106,106
34,56,56,56,56,60,64,68,72,79,82,88,91,94,100,103,106,106
35,56,56,56,56,60,64,68,72,79,82,88,91,94,100,103,106,106
36,60,60,60,60,64,68,72,75,82,85,91,94,97,103,106,109,109
37,60,60,60,60,64,68,72,75,82,85,91,94,97,103,106,109,109
38,60,60,60,60,64,68,72,75,82,85,91,94,97,103,106,109,109
39,60,60,60,60,64,68,72,75,82,85,91,94,97,103,106,109,109
40,60,60,60,60,64,68,72,75,82,85,91,94,97,103,106,109,109
41,64,64,64,64,68,72,75,79,85,88,94,97,100,106,109,112,112
42,64,64,64,64,68,72,75,79,85,88,94,97,100,106,109,112,112
43,68,68,68,68,72,75,79,82,88,91,97,100,103,109,112,115,115
44,68,68,68,68,72,75,79,82,88,91,97,100,103,109,112,115,115
45,72,72,72,72,75,79,82,85,91,94,100,103,106,112,115,118,118
46,72,72,72,72,75,79,82,85,91,94,100,103,106,112,115,118,118
47,72,72,72,72,75,79,82,85,91,94,100,103,106,112,115,118,118
48,72,72,72,72,75,79,82,85,91,94,100,103,106,112,115,118,118
49,75,75,75,75,79,82,85,88,94,97,103,106,109,115,118,122,122
50,79,79,79,79,82,85,88,91,97,100,106,109,112,118,122,125,125
51,79,79,79,79,82,85,88,91,97,100,106,109,112,118,122,125,125
52,82,82,82,82,85,88,91,94,100,103,109,112,115,122,125,128,128
53,82,82,82,82,85,88,91,94,100,103,109,112,115,122,125,128,128
54,85,85,85,85,88,91,94,97,103,106,112,115,118,125,128,132,132
55,85,85,85,85,88,91,94,97,103,106,112,115,118,125,128,132,132
56,88,88,88,88,91,94,97,100,106,109,115,1 18,122,128,132,135,135
57,88,88,88,88,91,94,97,100,106,109,115,118,122,128,132,135,135
58,88,88,88,88,91,94,97,100,106,109,115,118,122,128,132,135,135
59,91,91,91,91,94,97,18,103,109,112,118,122,125,132,135,138,138
60,91,91,91,91,94,97,100,103,109,112,118,122,125,132,135,138,138
61,94,94,94,94,97,100,103,106,112,115,122,125,128,135,138,142,142
62,94,94,94,94,97,100,103,106,112,115,122,125,128,135,138,142,142
63,94,94,94,94,97,100,103,106,112,115,122,125,128,135,138,142,142
64,94,94,94,94,97,100,103,106,112,115,122,125,128,135,138,142,142
65,97,97,97,97,100,103,106,109,115,118,125,128,132,138,142,146,146
66,97,97,97,97,100,103,106,109,115,118,125,128,132,138,142,146,146
67,97,97,97,97,100,103,106,109,115,118,125,128,132,138,142,146,146
68,97,97,97,97,100,103,106,109,115,118,125,128,132,138,142,146,146
69,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
70,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
71,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
72,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
73,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
74,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
75,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
76,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
77,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
78,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
79,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
80,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
81,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
82,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
83,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
84,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
85,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
86,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
87,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
88,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150
89,100,100,100,100,103,106,109,112,118,122,128,132,135,142,146,150,150